"symbol","transcript","chromosome","start","end","width","gsm1667144","gsm1667145","gsm1667146","gsm336252","gsm336253","gsm336254","gsm336255","gsm336256","gsm336257","gsm336258","gsm336259","gsm336260","gsm336261","gsm336262","gsm336263","gsm336264","gsm336265","gsm336266","gsm336267","gsm336268","gsm336269","gsm336270","gsm336271","gsm336272","gsm336273","gsm336274","gsm336275","gsm336276","gsm336277","gsm336278","gsm52661","gsm52662","gsm52663","gsm52664","gsm52665","gsm52666","gsm52667","gsm52668","gsm52669","gsm52670","gsm52671","gsm9098","gsm9099","gsm9100","gsm9101","gsm9102","gsm569424","gsm569425","gsm569426","gsm569427","gsm569428","gsm1667147ul","gsm1667148ul","gsm1667149ul","gsm336202ul","gsm336203ul","gsm336204ul","gsm336205ul","gsm336206ul","gsm336207ul","gsm336208ul","gsm336209ul","gsm336210ul","gsm336211ul","gsm336212ul","gsm336213ul","gsm336214ul","gsm336215ul","gsm336216ul","gsm336217ul","gsm336218ul","gsm336219ul","gsm336220ul","gsm336221ul","gsm336222ul","gsm336223ul","gsm336224ul","gsm336225ul","gsm336226ul","gsm336227ul","gsm336228ul","gsm336229ul","gsm336230ul","gsm336231ul","gsm336232ul","gsm336233ul","gsm336234ul","gsm336235ul","gsm336236ul","gsm336237ul","gsm336238ul","gsm336239ul","gsm336240ul","gsm336241ul","gsm336242ul","gsm336243ul","gsm336244ul","gsm336245ul","gsm336246ul","gsm336247ul","gsm336248ul","gsm336249ul","gsm336250ul","gsm336251ul","gsm38689ul","gsm38690ul","gsm38691ul","gsm38692ul","gsm38693ul","gsm38694ul","gsm38695ul","gsm9093ul","gsm9094ul","gsm9095ul","gsm9096ul","gsm9097ul","gsm569429ul","gsm569430ul","gsm569431ul","gsm569432ul","gsm569433ul"
"POLR2F","ENST00000492213","chr22",38363169,38363682,514,5601.5,5097.85,5404.95,205.3,219.5,243.1,202.8,188.55,183.7,219.3,173.5,172.15,201.25,173.85,264.4,191.45,311.85,207.55,228.85,158.45,231,146.85,122,112.55,127.6,226.3,258.9,253.2,231.3,172.5,117.8,104.5,171.7,166.9,125.5,171.4,147,146.5,145.7,170,119.6,93.3,136.6,138.6,96.5,115,105,94.4,95.4,131.2,161.2,5034.8,5168.6,8633.8,128.95,152.65,351.35,273.9,261.85,243.4,243.9,177.3,165.15,196.4,238.75,136.85,164.8,159.15,198.65,119.75,256.5,165.85,136.7,157.8,297.55,232.8,168.7,104.2,201.3,116.7,173.9,166.65,205.65,174.5,188.6,148.9,204,165.05,176.95,308.3,131.35,192.25,144.75,243.15,195.5,230.1,197.7,247.55,292.65,149.25,278.25,225.35,187.65,208.55,152.9,207.5,121.4,123.5,123.9,146.6,118.3,220.5,147.5,173.9,170.1,182.9,126.6,117.2,145.8,140.5,154.2
"DUS1L","ENST00000542088","chr17",80016684,80016261,424,703.3,621.8,555.6,191,203.3,127.6,245.8,269.1,229.2,227.4,275.5,153.2,238.9,279.7,213.2,231.8,237.4,207.9,158,205.6,242.9,145.7,113.2,127.2,156,239.1,252.3,274,246.4,193.5,134.5,99.3,105.5,84.9,198.1,126.2,101.9,71,96.5,95.4,74.8,82.8,158.1,127.8,109.8,99.8,114.7,189.6,249.1,188.3,257.3,810.4,245.9,859.8,218.2,211.5,223,202.4,244.3,264.6,233.2,243.9,207.9,233.1,250.9,168.7,278.5,221.2,238.6,125.3,180.3,234,188.2,218.9,215.5,269.3,201.3,202.5,146.8,331.9,221.7,174.7,162.6,233.3,260.5,171.5,151,209.6,196.2,289.6,130.6,171.2,202.9,179.9,248.7,180.7,217.2,249.4,229.1,187.4,205.2,233.9,207,276.4,92.5,93.4,84.6,84.3,90.1,116.5,119.6,127.9,145.3,113.1,132.7,139.3,185.3,147.6,243.1,176.1,246.4
"IRF7","ENST00000532788","chr11",614820,614499,322,627.4,714.2,651.9,88.6,58.1,76.2,109.9,139.8,65.9,122,150.5,62.2,132.1,173.1,96.3,158.7,84.2,91.5,59.2,109.4,75.9,45.3,49.2,51.8,47.7,99.4,90,103,96.7,59.6,43.5,42.5,43.2,50.1,105.7,64.8,40,51.6,68.3,41.1,34.2,40.2,107.5,46.9,73.5,61.1,44.6,41.7,44.8,48.3,48.7,567.9,274.6,605.85,115,77.1,95.8,85.2,56.4,69.9,87.6,106.1,88,82.1,84.2,47.5,85.3,98.5,145.3,53.9,80.5,59.8,65.8,107,39.1,158.8,69.3,97.7,71,140.9,78.6,74.7,74.5,107.8,96.4,50,59.4,66.9,68.1,75.5,43,67.7,80.8,84.9,64.4,93.9,109.8,75.9,89.8,55.8,75.3,56.1,64.5,116.8,54,46.7,37.2,31.8,53.6,64.8,23.5,60.8,25.3,17.8,43.7,28.2,51.6,44,42.5,36.3,47.6
"TNNI2","ENST00000381906","chr11",1862437,1862744,308,64.3,51.7,898.7,2.1,1.9,1.8,3.2,2,9.5,2.7,1.8,2.6,1.9,2.6,1.4,1.8,1.5,2,2.3,4.5,2.1,1.4,2.5,4.7,1.4,3.6,1.5,2.3,1.7,3.5,1.5,1.6,1.9,3.1,11.7,7.3,3.6,1.4,1.2,1.7,1.4,3,5.6,5,9.1,2.7,37.5,21.3,24.5,23.6,20.3,53.6,21.5,140.9,2.2,3.3,2.2,1.6,3.8,3.9,1.8,2.8,1.6,2.8,2,1.6,1.9,2,1.1,2.3,2.2,2.3,1.7,1.4,2.5,2.1,2,1.8,2.1,2.4,3.4,1.5,1.3,1.4,2.8,3.1,1.9,1.3,1.4,2.6,2,4,1.3,1.3,2.3,1.6,3.8,1.8,1.9,1.9,2.5,1.7,2,2.4,2.3,1.1,0.9,2.5,1.5,3,1.3,3.3,2.6,5.2,2.9,3.6,30.6,33.5,22.5,22.1,23
"GCAT","ENST00000394944","chr22",38212293,38212597,305,192,33.5,89.4,46,41.85,48.2,43.7,54.45,65.35,71.8,47.45,28.9,54.35,50.9,43.35,55.25,56.55,58.7,54.05,54.05,62.7,33.6,38.15,33.05,30.6,42.05,69.85,82.6,69.6,69.05,42.9,31.9,31.4,45.3,45.75,53.25,35.15,37.7,46.5,32.45,19.25,51.65,27.8,52.2,35.55,40.1,70.4,47.8,39.45,51.25,61.2,234,15.2,8.8,44.95,63.2,74.15,73.1,100.05,82.95,95.4,62.15,94.35,83.1,95.9,45.5,137.7,90.35,61.6,36.55,70.85,33.75,47.3,75.05,66.7,89.7,104.55,93.5,82.2,31.6,103.35,45.05,49.35,62.35,74.95,53.95,27.5,82.55,65.3,88.75,27.4,53.35,75.05,53.65,58.75,76.45,83.5,71.55,75.95,62.45,51.6,35,25.7,74.95,39.1,30.6,55.1,29.1,28.75,56.25,56.3,72.5,58.3,55.5,55.9,65.85,63.4,69.45,55.3,53.85,81.65
"TH","ENST00000416223","chr11",2187240,2186943,298,52.25,26.6,118.5,6.3,1,9.3,2.4,6,8,7.2,2,0.6,13.3,10.5,2.1,7.4,16.7,2.2,1,3.5,1.3,10,11.4,1.8,2.5,22,2.3,0.9,4.8,0.3,18.4,14.7,14.7,3.8,12.6,23.6,1.6,13,26,18.3,8.9,1.5,33.5,2.8,18.3,19.8,16.9,15.6,14.6,13.9,15.4,37.3,80.9,121.25,0.8,12.8,20.6,33.4,20.6,16.4,36.7,44.6,23.9,28.5,28.8,14.5,19.5,12.3,11.8,0.8,18,8.7,1.8,8.2,1.7,10.7,52.1,29.7,0.7,5.1,6.5,6.4,1.3,10.4,6.7,5.5,2.2,80.8,87.8,66.2,2.8,2.5,21.4,0.7,12.3,5,37.5,7.3,9.6,5.3,2.7,2.1,1.4,2.2,16.8,14.6,8.7,1.1,9,46.8,24.8,13.9,8.2,8.9,48.5,35.3,19.3,17.3,16.5,18.7,18.4
"RFNG","ENST00000429557","chr17",80006920,80006638,283,438.35,752.45,1119.85,133.7,141.1,135.2,124.8,181.7,168.5,172.1,226,85.2,181.2,174.1,144.2,178.6,131.4,143.8,107.4,207.9,162.6,87,73.2,81.8,91.7,143.7,165.2,121.5,212.6,124.9,101.9,56,95.4,81.4,104.3,102.1,130.7,85.4,99.1,54.2,53.3,118.1,114.6,124.2,100,74.6,78.2,83.3,75.7,93.6,93.9,363.45,1033.45,1798.55,186.9,184.4,145.3,173.2,138.7,205.1,145.3,137.2,141.5,134.1,177.9,51.3,151.1,118,190.6,65.2,115.8,151.6,168.3,188.1,99.7,135.3,164,177.9,131,199.6,149.1,159.7,123.3,140.2,169.4,95.1,84.7,177.7,161.7,187.1,67,89.2,190.5,140.2,132.7,147.3,132.4,176.5,175.4,134.7,141.4,158.3,223.9,285.9,63,61.3,72.5,56.4,81.3,111.4,101.1,133.5,104.3,102.9,110.4,135.6,119.1,72.2,83.6,80.5,79.5
"MUC2","ENST00000441003","chr11",1103558,1103831,274,89.9,578,224.766666666667,18.6,7.6,3.1,24,2.4,30.5,29,18.3,14.2,25,35.5,26.7,24.1,4.6,31.3,15.6,28.6,23,33,32.7,28.2,26.1,15,31.8,27.7,3,3.7,21.9,7.3,14.4,38.7,14.4,21.3,29.9,32.8,36.9,23.7,28.9,77.8,9.3,37.1,33.3,23.1,48.4,37.3,41.6,33.3,31.4,66.7333333333333,417.833333333333,1757.66666666667,7.2,27.4,5,10.4,13.1,5.1,21.1,3,22.5,15.6,6.3,60.7,11.5,17.5,3.5,33.5,2.7,7.3,12.6,14,4.2,19.6,14,21.6,23.7,15.4,5.2,18.8,11.4,13.6,15.4,44.3,32.9,5.2,12.8,4.9,38.3,69.8,2.5,21.4,8.4,6.5,42.7,23.8,33.3,12.1,28,4.7,4,3.3,14.3,31.8,14.5,7.8,29.2,29.3,14.6,27.3,42.2,47.3,63,36.8,44,54.9,37.2,32.7,29.6
"HRAS","ENST00000311189","chr11",533812,533600,213,523.1,351.2,422.1,215.9,142.2,152,145.1,223.1,270.4,162.2,226.3,73,235.5,181.7,145,177.8,143,188.5,98.1,194.1,168.5,67.8,54.8,85.9,46.5,135.8,151.7,148.6,188.3,199.1,58.1,40,53.5,42.4,21.1,68.2,121.3,31.2,55,33.2,31,99.8,123.7,117.3,142.9,133.2,71.5,65.7,62.5,62.8,68.1,459.9,402.2,316.5,191.9,164.6,216.8,207.6,166,181.4,218.3,214,195.5,192.4,195.8,122.8,183,146,276.1,73.5,175,155.2,256.9,195.5,268.4,165,176.9,257.3,108.7,264.3,167.4,145.7,166.7,182.3,213,97.6,81.2,139.8,159.7,178.6,73.4,67.8,151.2,157.5,108.1,196.4,172,176.3,201.8,97.2,140.7,193.6,177.1,328.6,60.5,24.7,54.2,58.7,100.1,97.9,90,195.5,88.6,136.1,107.3,140.4,64.5,48.8,64.7,62.7,83.1
"DCXR","ENST00000306869","chr17",79994081,79993895,187,844.9,13.4,2409.8,407,126.6,149.5,171.8,205.8,211,177,197.1,119.1,215.2,235.7,176.4,265.3,194.4,271.2,196.5,205.7,458.1,73,46.1,89.1,45.2,231.8,228.4,226.4,261.3,181.8,83.2,81.7,26,48.4,98.5,86.8,166.1,141.1,142.8,90,115.7,40.3,220.1,112.5,115.3,152.8,69.9,99.9,110.9,207.1,190.5,508.9,636.3,8.8,309.9,361,277.8,125.5,110.9,105,272.4,199.6,213.7,143.8,183.5,53,262.1,157.1,287.1,53.2,142.7,238.9,146.6,194.4,96.2,308,165.8,286.4,110.5,133.6,67.3,138.9,125.1,167.8,261.7,115.4,81.7,123.6,83.3,141,67.8,21.4,125.1,151.5,323.8,220.9,238.9,255.2,131.4,167.6,234.5,94,94.4,184.5,268.5,90.4,14.5,155.7,181.4,236.5,194.8,82.2,75.5,63.5,137.9,139.3,59.3,100.6,112.5,111.6,183.9
"MUC5B","ENST00000349637","chr11",1281060,1281239,180,31.325,2144.3,91.525,2.1,6.7,1.05,5.25,2.15,12.5,3.35,1.2,1.25,1.15,2.6,1.15,1.9,2.25,2.6,1.6,2.6,1.7,2.1,16.75,6.15,5,5.8,4.35,2.15,3.25,1.85,4.65,4.75,4,6.6,11.35,3.7,9.6,4.35,8.25,3.6,6.1,7.3,9.55,3.05,11.8,4.85,57.65,33.65,22.5,23.2,22.7,25.375,1456.475,4636.45,1.4,1.3,2.35,2.7,1.75,3.05,3.7,1.4,3.55,2.05,1.3,8.45,3.4,1.3,0.95,2.4,1.25,4.1,2.4,1.25,1.05,2.15,3.35,1.65,1,1.45,2.8,1.5,1.15,1.7,3.3,3.8,5.65,4.1,2.25,8.2,4.1,17.35,1.15,1.4,3.5,2.35,1.95,1.2,3.3,3.85,1.55,4.45,2.85,2.45,1.65,5.9,5.8,3.65,4.9,10.2,7.25,3.2,16.65,6.95,18.95,7.9,33.25,42.55,22.4,20.35,21.3
"SGSM3","ENST00000470518","chr22",40804671,40804826,156,1807.55,1486.05,1354.05,94.6666666666667,107.4,81,93.2333333333333,131.233333333333,116,81.7,117.533333333333,67.6,107.466666666667,99.0666666666667,102.933333333333,65.9666666666667,107.633333333333,100.233333333333,69.0333333333333,94.9666666666667,114.766666666667,76.6666666666667,79.6,65.6666666666667,66.1,97.2666666666667,75.5333333333333,102.666666666667,120.233333333333,84.3333333333333,81.8666666666667,40.2,66.3333333333333,53.0666666666667,87.6,74.8333333333333,55.2333333333333,40.6333333333333,68.6,59.0666666666667,53.7666666666667,77.6333333333333,95.7,81.7666666666667,77.6333333333333,90.9666666666667,61,52.1,55.8,66.4333333333333,68.8,1234.75,823.05,2180.95,88.1333333333333,98.5333333333333,98.1,123.566666666667,105.033333333333,111.033333333333,127.4,106,113.166666666667,107.666666666667,104.233333333333,85.4333333333333,161.366666666667,108.366666666667,157.6,76.9666666666667,74.5,60.8333333333333,118.833333333333,124.7,75,100.733333333333,83.6333333333333,86.7333333333333,71.2666666666667,85.9333333333333,109.966666666667,90.6,77.8,96.6666666666667,96.2,69.5333333333333,85.4666666666667,105.833333333333,127.1,138.566666666667,80.2333333333333,94.4333333333333,91.8333333333333,90.4,100.9,90.3,124.333333333333,102.5,107.566666666667,90.3333333333333,80.1,116.633333333333,102.933333333333,103.9,109.1,51.8666666666667,61.4333333333333,55.1,63.6666666666667,85.8,75.2,98,65.1,71.4666666666667,96.0666666666667,92.7,62.4666666666667,67.4,75.4,69.5,74.8
"AATK","ENST00000374792","chr17",79091254,79091195,60,79.8333333333333,103.433333333333,64.7,49.6,61.9,58.7,40.2,62.3,129.1,83.4,58.8,36.5,50.7,37.7,53.3,52.7,49.3,47.6,49.5,51,54.3,50.1,54.3,61.3,44.1,21.2,58.5,83.8,77.4,35.3,65.9,33.4,60.9,75.7,71.8,61.8,59.1,73.7,41.4,17.1,25.5,74.1,102.1,80.3,91.7,55.9,66.9,46.4,52.3,43.9,38.4,86.2333333333333,17.3,138.466666666667,53.8,41.7,38,16.4,61.3,32,55.8,49.8,49,42.3,56.6,47.7,47.5,20.6,47.9,65.9,44.1,63.5,28.4,44.6,36.8,69.6,28.3,46.7,58.2,12.7,111.2,46.7,41.3,59.8,32.6,51.3,61.6,38.3,39.9,54.5,54,74,36.3,39.1,42.6,27.7,51.7,49.4,78.6,44.1,28,59.6,54.4,46.4,53.5,47.9,47.1,8.9,53.7,82.7,11.3,72.1,45.4,66.2,48.9,16.6,54,74.6,47.8,40.7,45.4
"AATK","ENST00000374792","chr17",79092027,79091968,60,79.8333333333333,103.433333333333,64.7,49.6,61.9,58.7,40.2,62.3,129.1,83.4,58.8,36.5,50.7,37.7,53.3,52.7,49.3,47.6,49.5,51,54.3,50.1,54.3,61.3,44.1,21.2,58.5,83.8,77.4,35.3,65.9,33.4,60.9,75.7,71.8,61.8,59.1,73.7,41.4,17.1,25.5,74.1,102.1,80.3,91.7,55.9,66.9,46.4,52.3,43.9,38.4,86.2333333333333,17.3,138.466666666667,53.8,41.7,38,16.4,61.3,32,55.8,49.8,49,42.3,56.6,47.7,47.5,20.6,47.9,65.9,44.1,63.5,28.4,44.6,36.8,69.6,28.3,46.7,58.2,12.7,111.2,46.7,41.3,59.8,32.6,51.3,61.6,38.3,39.9,54.5,54,74,36.3,39.1,42.6,27.7,51.7,49.4,78.6,44.1,28,59.6,54.4,46.4,53.5,47.9,47.1,8.9,53.7,82.7,11.3,72.1,45.4,66.2,48.9,16.6,54,74.6,47.8,40.7,45.4
"AP2A2","ENST00000452310","chr11",1010564,1010623,60,2140.03333333333,729.966666666667,1205.33333333333,263.075,224.55,307.5,276.675,446.975,304.85,309.975,399.35,257.9,328.325,291.3,196.975,298.625,238.1,316,248.9,313.475,263.7,211.5,230.55,275.7,223.45,256.65,273.975,249.95,328.45,286.3,204.65,191.05,224.325,196.35,213.275,196.4,264.775,206.7,226.65,157.3,175.525,283.35,274.125,273.95,260.575,280.05,108.9,165.95,150.55,158.475,124.925,2181.86666666667,1258.96666666667,480.1,291.4,347.85,289.475,333.775,336.675,275.2,331.5,329.975,338.45,485.025,462.3,254.425,368.3,272.375,350.2,239.175,259.275,281.35,281.275,265.725,257.85,242.075,231.95,245.15,263.85,309.075,323.225,306.1,250.3,314.125,365.2,284.1,251.775,306.15,336.35,346.65,230.9,263.15,290,291.4,256.85,331.7,361.4,284.525,274.4,282.35,284.675,456.275,311.45,390.325,189.575,179.8,209.225,166.45,195.375,214.35,191.45,259.975,255.425,223.975,283.575,302.35,144.675,131.675,138.725,123.75,159.9
"APOBEC3C","ENST00000361441","chr22",39414287,39414346,60,769.5,1234.4,1228.9,164.1,57.1,117.6,87.6,121.6,83.2,133.5,344.4,85.7,279.3,187.1,142.5,210.7,162.3,226.3,80.7,135.2,195.3,103.9,190.4,143.1,89.8,110,101.4,118.9,168.3,104.2,68.7,25,36.8,63.1,58.6,65.7,81.1,41.8,71.8,43.1,38.2,91.3,178.6,133.1,108.3,112.9,114.3,99.5,85.4,104.2,118.3,779.7,674.7,383.3,130.5,147.2,146,217,103.5,101.2,425.7,234.7,276.7,216.3,202.9,102.8,183.2,224.2,330.8,111.4,160.3,65.1,241.3,281.2,144.8,170.2,108.2,281.8,141.4,153.9,199.7,168,145.3,126,199.8,233.4,141.1,166.8,199,247,108.4,139.1,106.5,96.6,86.8,258.1,357.2,135.5,120.7,83.8,156.2,224.6,512.6,258,70.1,72.6,40.1,47.2,52.9,85.2,97.7,163.8,93.9,119.2,151.5,174.3,90.6,116.7,79.3,83.2,106.7
"APOBEC3F","ENST00000308521","chr22",39448588,39448647,60,294.75,510.95,366.65,30.95,38.8,35,41.3,18.4,30.95,25.65,35.9,29.35,38.75,28.4,19.6,15.15,34.25,27.05,34.25,51.95,27.6,30.8,10.95,34.95,23.6,44.55,42.05,40,31.25,29.8,5.6,0.5,5,2.5,9.3,8.7,1,0.5,12,1.2,5.8,2.2,13,5.6,2.3,3,46.2,32.8,20.3,22.4,19.2,321.3,347.5,640.25,30.2,21.15,35.75,27.5,35.85,37.5,24.7,21.45,33.75,32.6,25.25,34.25,25.9,21.4,29.45,34.35,16.55,26,15.75,28.25,24.35,21.4,23.95,41.2,23.15,38.2,28.55,22.75,25.2,12,25.9,22.8,45.55,22.95,14.8,21.9,21.15,30.35,21.55,29.25,16.6,25.75,40.7,30.9,38.4,26.95,38.8,34,19.45,24.9,6.3,2.7,1.3,2,8.3,2.7,1.4,22.3,24.8,5.7,2.8,3.9,54,63.9,21.8,20.3,21.4
"APOBEC3G","ENST00000480000","chr22",39477481,39477540,60,499.7,20.35,247,45.75,78.8,32.6,69.75,48.3,55.6,66.7,37,36.6,51.75,63.15,49.45,45.55,47.3,49.1,63.75,42.8,63.3,60.1,41.7,44.05,54.35,46.9,67.2,71.35,57.7,38.8,22.9,17.35,18.9,22.4,15.6,21.35,7.7,19.9,18.55,17.35,22.95,27.35,18.15,15.7,38.95,32.2,48.5,29.35,41.45,47,43.15,206.85,33.8,31.75,47.25,34.15,38.7,56.7,70.25,85.25,32.55,32.35,38.55,27.45,32.45,54.25,25.3,45.05,29.2,33.15,61.2,30.75,46.95,39.3,31.4,52.85,39.25,40.05,33.5,41.7,56.5,32.25,29.15,31.85,41.35,63.85,48.75,25.9,31.45,21.7,54.05,84.7,35.45,40.3,38,50.5,28.7,56.75,66.65,52.4,65.35,42.95,160,56.65,16.6,18.05,19.85,13.25,13.6,18.65,34.35,11.55,33.15,49.75,8.25,22.75,34.95,49.1,33.05,30.6,36.45
"ARHGDIA","ENST00000400721","chr17",79826042,79825983,60,669.133333333333,1093.26666666667,905.133333333333,186.625,180.575,118.1,164.425,188.675,213.825,194.375,335.9,107.125,228,159.75,137.8,134.325,144.775,229.45,126.05,232.6,220.45,115.125,106.95,191.6,109.6,193.425,173,144.6,156.125,159,176.125,87.875,120.95,134.35,106.85,230.95,365.625,109.6,232.675,90.775,111.125,261.475,298.45,313.625,298,257.475,187.1,332.475,172.15,181.725,169.025,452.033333333333,495.933333333333,979.233333333333,165.475,151.75,186.5,176.15,192.875,169.975,234.9,264.55,150.5,172.675,184.2,145.025,156.1,147.925,318.575,150.15,147.475,112.6,240.425,138.05,158.525,226.8,189.475,209.05,110.925,245.075,190,198.7,154.775,210.225,202.6,222.6,148.075,158.575,127.725,215.025,117.375,132.55,132.8,120.55,200.65,179.9,195.825,170.1,188.3,88.9,148.475,181.625,151,267.3,123.425,83.65,129.475,105.725,146.275,232.6,135.8,341.95,256.55,200,182.575,199.575,233.2,260.2,188.65,157.4,185.8
"ASCL2","ENST00000331289","chr11",2291451,2291392,60,172.15,116.75,216.65,6.95,13.6,5,1.5,1.2,3.85,5.2,10.25,8,11.55,17.2,11.6,13.8,1.35,2.5,15.15,3.1,3.85,1.75,0.9,1.55,2.1,1.8,5.55,8.7,6.35,2.5,0.5,0.5,0.3,0.4,0.7,0.3,0.7,0.4,4,0.1,0.4,0.6,4.8,0.2,0.5,0.2,11,10.3,10.7,10.9,11.3,106.65,74.55,237.75,7.85,14.85,7.75,7.5,5.2,7.3,6.95,2.15,2.55,7.7,3.15,3.5,6.55,1.55,6.05,1.25,4,4.4,1.55,6.6,1.35,1.7,2.25,5.45,5.3,9.1,1,2.7,2.35,2.45,1.7,1,1.05,4.35,1.2,6.5,2,11.2,6.5,10.7,2.35,5.8,9.85,8.3,5,0.45,1.7,1.3,9,10.2,0.7,0.5,0.5,4.6,3.4,4.3,1.1,0.4,1,2.9,0.2,1.3,11.2,11.6,10.3,10.6,10.6
"ATF4","ENST00000337304","chr22",39917875,39917934,60,31934.85,52202.95,44497.1,3233.6,2911.5,3303.5,2803.5,3489.9,4166.4,3204.4,4015.2,2447.7,4017.7,3367,2836.2,2754,2524.3,2952.1,2391.4,3117.3,2976.1,1950.5,1291.3,2444.7,2255.3,3445.8,3089,3306,3439.5,3145.8,1302.5,1138.6,1163.9,1230.7,957.1,778.8,1588.9,1296.9,1223.5,652.7,735,1362.4,1379.7,1873.1,1096.9,1236.7,556.8,1084.2,642.5,1179.2,855.7,34561.4,38977.85,6336.6,2845.8,2918.8,3248.2,2556.9,3550.4,3262.4,2682.4,2579.5,2806.9,3253.8,3263.9,2285.1,2069.9,3227.3,2967.8,2681,2510.7,1681.8,3000.5,2633,3132.5,3481.4,3631.6,3295.7,2192.3,2466.3,2613.9,2879.6,3206,2855.3,3850.7,1877.7,2277.1,3612.4,3338.9,2798.2,2717.5,2314.7,3288.3,3311.8,3480.6,3120.8,2530.3,2901.1,3477.6,1993.2,3233.6,3048,3097.5,2768.1,1089.4,1376.5,1195.6,971.8,1030.7,1262.1,1222.6,1300.1,1588.1,1316.2,1534.5,1624.9,961.7,936.1,850.5,1050.3,1310.5
"ATF4","ENST00000337304","chr22",39918577,39918636,60,31934.85,52202.95,44497.1,3233.6,2911.5,3303.5,2803.5,3489.9,4166.4,3204.4,4015.2,2447.7,4017.7,3367,2836.2,2754,2524.3,2952.1,2391.4,3117.3,2976.1,1950.5,1291.3,2444.7,2255.3,3445.8,3089,3306,3439.5,3145.8,1302.5,1138.6,1163.9,1230.7,957.1,778.8,1588.9,1296.9,1223.5,652.7,735,1362.4,1379.7,1873.1,1096.9,1236.7,556.8,1084.2,642.5,1179.2,855.7,34561.4,38977.85,6336.6,2845.8,2918.8,3248.2,2556.9,3550.4,3262.4,2682.4,2579.5,2806.9,3253.8,3263.9,2285.1,2069.9,3227.3,2967.8,2681,2510.7,1681.8,3000.5,2633,3132.5,3481.4,3631.6,3295.7,2192.3,2466.3,2613.9,2879.6,3206,2855.3,3850.7,1877.7,2277.1,3612.4,3338.9,2798.2,2717.5,2314.7,3288.3,3311.8,3480.6,3120.8,2530.3,2901.1,3477.6,1993.2,3233.6,3048,3097.5,2768.1,1089.4,1376.5,1195.6,971.8,1030.7,1262.1,1222.6,1300.1,1588.1,1316.2,1534.5,1624.9,961.7,936.1,850.5,1050.3,1310.5
"ATHL1","ENST00000474221","chr11",295251,295310,60,73.8,194.1,212.7,65,70.8,64.1,74.8,137.2,154.8,83.7,35.3,25.9,26.1,36.9,18.9,43.8,42,33.3,94.4,61.6,89.1,29.3,56.5,32.2,39.1,74.6,29.7,76.7,54.8,38.1,37.8,14,24.6,17.3,61.4,75.5,37.7,16.3,31.8,48.2,58,89.2,70.9,50.4,47.4,36.8,82.5,40.9,30.3,29.2,44.1,89.4,62.8,584.8,51.3,111.5,74.1,54.9,81.5,57,68.5,56.1,53.5,117.3,101.8,59.9,59.2,38.6,38,22.5,22.4,13.5,29.7,37.2,13.6,39.3,29,39.7,16.5,46.4,13.4,38.3,22.7,64.7,92,53.1,29.3,40.1,64.5,61.8,34.7,52.6,80.9,56.3,44.4,61.8,75.8,41.2,60.5,44.8,40.3,29.9,22.5,54.3,36.7,12.6,27.7,6.8,47.1,42.4,28.7,3.8,35.3,2.9,43.7,51,45.5,52.6,28.2,24.9,30.6
"AZI1","ENST00000269392","chr17",79163456,79163397,60,1587,1040.6,1079.65,24.5,29.6,17.5,34.3,41.8,89.1,44.8,37.8,29.3,36.9,55.8,44.7,61,17.3,19.8,45.6,50.4,43.6,14,23.2,4.9,17.5,19.8,45.5,54.7,70.3,31.3,25.2,8,25.5,25.3,26.7,29.4,19.7,9.9,13.4,19.7,22.9,30.5,27,31.2,28.4,28.5,58.1,34.6,34.4,33.2,33,2374.45,1125.45,1679.65,34.1,44.7,38.8,40.8,55.9,63.3,28.3,40.8,35.7,47.8,42,9.9,70.4,34.5,22.2,29.6,37.9,37.5,51,26,28.9,42.2,56.1,36.3,22.5,55.6,56.8,33.4,39.6,41.4,72.6,23.8,6.3,25,41.2,48.8,6.5,8.3,46.6,40.5,43.8,48.6,38,35.1,64.7,41.9,19.3,2.6,34.3,56.6,14,22.7,17.3,1.7,9.9,23.6,4.8,17.9,60.9,38.3,34.7,36.1,39.7,43.1,42.9,30.6,37.4
