"GENE","CYTOBAND","GENE_SYMBOL","GSM1667144","GSM1667145","GSM1667146","GSM336252","GSM336253","GSM336254","GSM336255","GSM336256","GSM336257","GSM336258","GSM336259","GSM336260","GSM336261","GSM336262","GSM336263","GSM336264","GSM336265","GSM336266","GSM336267","GSM336268","GSM336269","GSM336270","GSM336271","GSM336272","GSM336273","GSM336274","GSM336275","GSM336276","GSM336277","GSM336278","GSM52661","GSM52662","GSM52663","GSM52664","GSM52665","GSM52666","GSM52667","GSM52668","GSM52669","GSM52670","GSM52671","GSM9098","GSM9099","GSM9100","GSM9101","GSM9102","GSM569424","GSM569425","GSM569426","GSM569427","GSM569428"
85377,"hs|22q13.1","MICALL1",373.7,217.5,130.9,299.9,252.2,252.2,187.5,264.4,397.9,200.65,474.8,170.7,439.05,157.6,101.85,134.85,163.8,251.4,82.5,249.55,346.45,236.2,191.1,295.3,111.65,228.55,248.05,194.15,351.45,139.3,107.35,114.05,101.1,55.4,136.25,139.7,219.1,83.5,203.85,91,90.85,77.2,145.05,207.5,129.45,151.95,104.8,188.6,168.85,128.95,238.4
200316,"hs|22q13.1","APOBEC3F",294.75,510.95,366.65,30.95,38.8,35,41.3,18.4,30.95,25.65,35.9,29.35,38.75,28.4,19.6,15.15,34.25,27.05,34.25,51.95,27.6,30.8,10.95,34.95,23.6,44.55,42.05,40,31.25,29.8,5.6,0.5,5,2.5,9.3,8.7,1,0.5,12,1.2,5.8,2.2,13,5.6,2.3,3,46.2,32.8,20.3,22.4,19.2
332,"hs|17q25.3","BIRC5",51.7,50.9,69.7,9.025,16.25,7.3,8.075,14.775,32.475,14.975,11.275,12.45,9.7,12,5.25,7,27,12.15,10.45,16.8,20.75,15.55,22.7,28.375,22.325,17.25,22.175,15.575,6.55,9.1,29.0333333333333,10.8666666666667,23.2666666666667,30.2,37.6333333333333,24.8,28.1333333333333,22.3666666666667,12.8,46.6666666666667,10.1,28.2333333333333,12.4333333333333,31.3,27.9333333333333,17.6333333333333,40.2,24.2333333333333,25.4,22.5666666666667,27.3
396,"hs|17q25.3","ARHGDIA",669.133333333333,1093.26666666667,905.133333333333,186.625,180.575,118.1,164.425,188.675,213.825,194.375,335.9,107.125,228,159.75,137.8,134.325,144.775,229.45,126.05,232.6,220.45,115.125,106.95,191.6,109.6,193.425,173,144.6,156.125,159,176.125,87.875,120.95,134.35,106.85,230.95,365.625,109.6,232.675,90.775,111.125,261.475,298.45,313.625,298,257.475,187.1,332.475,172.15,181.725,169.025
924,"hs|17q25.3","CD7",39.3,132.4,48.5,12.9,10.1,5.55,18.65,13.6,35.95,8.2,15.45,10.85,10.7,4.55,5.6,12.8,16.7,15.8,11.95,20.55,9.8,7.2,7.7,11.45,3.45,26.8,12.5,8.9,15,3.95,6.55,2.85,9.35,4.8,13.4,11.25,10.25,4.2,5,3.55,8.5,4.8,22.6,4.1,3.6,8.7,53.2,31.15,29.65,22.45,21.25
1453,"hs|17q25.3","CSNK1D",6958.75,8382.15,3337.9,318.533333333333,237.166666666667,246.333333333333,233.5,308.5,303.466666666667,285.833333333333,404.8,307.933333333333,403.966666666667,278.866666666667,253.266666666667,233.7,222.5,252.766666666667,252.6,307.366666666667,334.733333333333,183.733333333333,172.933333333333,209.133333333333,175,242.333333333333,275.933333333333,210.033333333333,347.6,322.933333333333,84.7666666666667,108.933333333333,84.1,77.1333333333333,113.166666666667,80.3,98.4,92.6333333333333,117.1,77.9666666666667,117.633333333333,153.766666666667,243.6,207.3,193.933333333333,192.633333333333,86.4666666666667,159.033333333333,208.6,164.233333333333,178.3
1468,"hs|17q25.3","SLC25A10",55,5.7,8.8,9.8,19.5,13.9,17.8,27.1,17.1,19.7,20.2,10.8,22.8,17.4,13.4,24.9,14.7,6.6,31.9,43.5,10.4,1.8,20.6,15.9,9.5,3.1,14.3,31.5,18.1,10.5,18.5,22.9,5,29.2,32.2,30.7,23.6,25.9,8.9,30.8,11.7,33.1,11.1,12.8,4.8,16.5,53.7,38.7,37.2,41.4,40.7
2194,"hs|17q25.3","FASN",58.9,7.1,7,30.85,31,32.2,29.55,27.2,67.35,33.05,50.6,46.6,43.15,40.45,48.85,35.85,56.65,38.9,40.6,69.3,70.85,51.9,33.9,57.15,31.7,42.9,31.75,38.9,39.45,39.1,31.95,23.5,27.45,39.15,58.9,53.4,31.5,32.3,38.45,24.45,20.1,69.7,58.8,38.95,42.05,34.8,76.2,61.75,65.1,50.55,66.65
2548,"hs|17q25.3","GAA",10028.4,4825.4,11576.7,208.3,213.2,194.6,228,312.1,240.9,337,301.8,126.2,250.5,285.8,269.1,254.2,256.3,295.4,250.9,231.4,204.5,191.4,134.1,176.2,142.4,237,157.9,185.3,261.5,242,205.8,115.1,145.2,147,136.8,208.2,181,179.7,218.2,117.9,114.2,193.4,239.3,204.4,223.2,167.3,152.4,152.6,115.8,132.3,103.8
2642,"hs|17q25.3","GCGR",8.7,121,14.9,23.5,9.5,6.1,9.7,15,31,18.6,22,2.2,12.1,6.9,3.4,7.4,8,8.1,4,41.9,6.4,1.8,3.9,5.8,7.2,6.6,4.3,2.1,6.5,15.2,2.4,2.2,2.7,2.4,3.1,2.3,3.4,3.1,1.3,1.6,5.8,4.5,5.8,6.3,4.9,4.7,104.5,55.6,55.3,48,41.4
2873,"hs|17q25.3","GPS1",2215.7,914.9,934.8,170.9,160.7,131.6,219.9,184.6,194.1,223.2,241.9,97.1,234.1,258,184,246.7,175,218.8,126.6,241.9,145.4,58.9,95.6,98.6,61.2,194.2,174.8,153.2,295.4,194.3,98.7,33.4,97,61.4,80.1,97.3,72.2,89,106.5,53.3,32.5,108.2,187.6,151.8,104,108.6,160,104.3,131.4,107.6,119.3
3607,"hs|17q25.3","FOXK2",1277.3,643.2,603.5,67.4142857142857,63.0571428571429,69.8285714285714,80.0285714285714,61.0571428571429,85.7857142857143,56.7,79.3142857142857,76.3142857142857,74.0571428571428,59.3428571428571,77.1285714285714,56.7428571428571,69.7571428571429,80.0571428571428,78.1142857142857,84.2857142857143,78.3571428571429,62.7285714285714,74.8,66.6,57.9714285714286,64.7142857142857,68.2714285714286,73.4285714285714,43.3714285714286,81.4285714285714,137.5,96.9,100.1,77.2,121.9,124.3,99.6,81.3,110.9,72.9,106.3,98,146.4,202.7,113.7,94.8,73.2,132.6,112.9,93.3,116.3
3959,"hs|17q25.3","LGALS3BP",2110.6,3131,5344.4,1284.6,1133.2,1171.2,1170.8,1421.9,1082.3,1489.5,2198.6,771.7,1891.4,1583.5,1042.1,1480.2,1096.7,1570.1,712.1,1421.6,1200.8,667.9,736.8,959,476.6,1156.4,1098.9,1250.1,1537.1,851.5,521.9,531.8,528.6,369.4,489.2,533.1,739.5,503.6,615.3,455.6,368.7,870.2,754.5,922.1,1000.9,1190.6,180.5,626.6,462.6,589.4,720.7
4097,"hs|17q25.3","MAFG",3170.2,6081,3840.95,93.1,99.55,81.65,100.9,107.45,114.7,116,86.4,80.35,114.3,95.05,85,108.6,72.2,110.55,73.25,122.9,90.8,59.35,63.15,82.45,52.45,82.6,102.7,73.6,114.8,98.25,55.9,52,52,59.1,97.7,63.9,63.3,54.8,71.2,28.1,49.9,84.5,54.1,97.7,84.8,72.6,75.6,67.8,88.3,70.4,55.3
4884,"hs|17q25.3","NPTX1",17.7,35.35,8,19,21.9,16.8,21.9,6.6,32.3,2.6,8.3,17.9,5.6,15.6,19,3.7,3.4,14.3,18.2,11.1,31.2,22,30.4,41.4,22,12.7,5.8,3.9,0.9,16.6,1.6,17,1.6,4.1,7,17,12.7,9.1,1.4,20.6,30.6,48.3,25.6,34.5,41.1,36,38.1,29.2,38.9,30.2,31.6
5034,"hs|17q25.3","P4HB",12320.05,85.95,6886.65,974.333333333333,753.766666666667,924.533333333333,673.166666666667,926.7,850.366666666667,763.833333333333,1501.33333333333,760.366666666667,1242.13333333333,750.433333333333,624.7,668.066666666667,877.966666666667,1015.36666666667,542.466666666667,981.466666666667,887.466666666667,611.1,600.533333333333,939.6,490.733333333333,744.933333333333,903.466666666667,767.833333333333,972.5,897.6,508.75,374,511.55,403.5,582.75,522.45,1048.1,533.25,655.3,1002.15,529.6,551.55,772.2,1065.25,850.1,843.6,193.8,690.7,296.05,457.9,717.55
5148,"hs|17q25.3","PDE6G",5.9,12.4,18.3,4.5,5.1,6.4,7.9,4.4,11.3,6,7.5,5.7,7.2,4.5,5.8,4.2,3.5,4.5,3.3,11.1,4.3,12.2,14.7,15.7,9.2,6.8,4.6,4.2,2.3,5.8,11.4,7.1,10.3,12.3,15.5,9.2,10.4,10.7,7.8,7.7,9.1,15.3,13.3,16.1,12.2,9.5,99.2,44.8,39.2,34.3,31.8
5831,"hs|17q25.3","PYCR1",1081.55,738.75,662.75,55.3,40.3,65.8,36.1,59.1,95.1,41,73.7,39.7,76.4,33.2,38.5,49.6,97.3,68.8,42.5,77.4,89,67.2,88.1,87.6,42.2,50.2,61.4,76.5,76,57.4,43.9,57.2,38.2,29.3,102.5,75.5,114.4,44.1,60.1,127.5,40.9,53.2,97.2,114,68.4,94.9,131.7,77.4,78,56.5,84.5
5833,"hs|17q25.3","PCYT2",427.1,99.1,90,39.75,37.05,23.3,40.4,48,52.3,54.3,52.75,32.5,33.5,49.6,37.45,43.1,24.75,32.95,31.1,28.5,26.4,39.15,37.95,42.25,20.25,45.25,42.9,42.45,27.3,57.15,59.7,41.9,61.4,72.2,59.5,70.2,59.3,43.8,73.3,47.2,58.1,64,86.2,69.5,76.9,86.9,82.8,53.1,39.6,46,61.4
5881,"hs|17q25.3","RAC3",29.7,33.1,11.3,2.6,1.6,1.7,3.3,2.6,5.9,3.1,8.2,1.2,3.4,3.1,2,1.6,2.8,2.9,2.6,3.2,28.2,1.7,2.4,2.3,2.3,2.3,3.6,2.1,1.3,1.1,1.7,3.9,2.4,2.3,12.1,2.3,2.7,2.4,2.4,4.9,1.9,3.5,39.1,4.1,3.4,3.1,27.5,22,19.4,22,21
5986,"hs|17q25.3","RFNG",438.35,752.45,1119.85,133.7,141.1,135.2,124.8,181.7,168.5,172.1,226,85.2,181.2,174.1,144.2,178.6,131.4,143.8,107.4,207.9,162.6,87,73.2,81.8,91.7,143.7,165.2,121.5,212.6,124.9,101.9,56,95.4,81.4,104.3,102.1,130.7,85.4,99.1,54.2,53.3,118.1,114.6,124.2,100,74.6,78.2,83.3,75.7,93.6,93.9
6182,"hs|17q25.3","MRPL12",716.8,387.8,1505.2,74.5,75.25,44.05,62.3,66.7,85.95,90.4,90.9,36.7,97.75,75.25,60.55,52.1,90.8,66.3,63.6,64.55,53.65,39.9,49.7,69.25,25.3,68.6,83.55,67.1,87.75,64.85,63.3,49.5,44.8,31,49.4,88.9,60.3,53.2,70.3,47.9,32,67.5,90.5,95.2,84.1,76.8,59.2,54.3,74.2,65.2,104.1
6398,"hs|17q25.3","SECTM1",530.433333333333,2094.93333333333,699.666666666667,72.6,64.4,90.9,77.9,81.2,123.8,119.1,97.7,67.7,114.1,98.5,44.7,76.7,52.4,59.1,76.9,51,65.4,59.2,48.9,93.4,64.2,49.5,38.9,70.6,36.6,65.3,166.3,85.2,98.8,151.4,67,84.8,68.3,49.3,54.5,19.9,51.4,116.1,57.2,68.2,52.5,74.7,74.2,42.1,65.4,48.8,40.3
6448,"hs|17q25.3","SGSH",4066.6,2100.2,3048.3,186.3,161.85,160.8,183.1,198.05,150.15,218.1,213.75,106.55,203.8,231.2,171,217.75,202.55,190.2,172.35,172.85,187.5,102.2,75.3,134.25,95.95,158.9,141.95,185.8,203.65,164.1,118.35,100.35,144.95,99.75,101.1,117.7,134.75,94.5,102.7,96.05,92.85,96.6,107.3,112.9,106.65,115.55,149.9,140.75,125.9,138.65,173.1
6904,"hs|17q25.3","TBCD",2514.73333333333,178.133333333333,1691.1,55.3666666666667,63.8,53.6333333333333,74.7333333333333,110,104.366666666667,101.033333333333,88.1666666666667,53.5666666666667,88.3666666666667,119.166666666667,98.3,98.1333333333333,67.7666666666667,80.1333333333333,77.1666666666667,83.9666666666667,87.0333333333333,30.9333333333333,40.2333333333333,20.2666666666667,31.4,58.9333333333333,60.3,72,93.4666666666667,73.0333333333333,91,46.95,74.3,49.65,86.7,75.3,93.55,62.5,66.2,65.55,45.45,64.85,92.95,88.05,73.35,95.65,121.95,107.35,95.45,83.95,100.85
7077,"hs|17q25.3","TIMP2",11404.1,11492,20725.7,2542.53333333333,2655.66666666667,2370.03333333333,2894.1,3487.8,3074.3,2907.93333333333,3438.3,3372.46666666667,3066.86666666667,3071.9,3146.63333333333,2808.63333333333,2545.8,2663.66666666667,2565.66666666667,3638.06666666667,2712.3,3448.83333333333,3268.7,2828.2,3295.73333333333,3281.5,2792.23333333333,2890.36666666667,2779.16666666667,2918.93333333333,68.2,87.6,83.2,63.7,65.4,69.8,168.3,152.3,108.1,56.5,115.3,183.3,147.7,309,191.1,230.5,109.6,232.3,217.8,238.1,146.8
7083,"hs|17q25.3","TK1",573.6,496.8,895.7,11.55,14.3,6.95,25.2,21.45,37.55,18.55,7.3,12.75,13.65,17.1,7.5,12.9,48,16.15,3.1,18.5,42.9,12.7,42,39.25,28.3,37.9,22.55,9.25,3.75,14,30,4.9,20.7,9.7,77.1,5,28.6,9.6,19.3,51.3,30.4,10.4,8.2,33.4,11.6,37.1,42.4,27.6,28.6,21.9,30.6
8535,"hs|17q25.3","CBX4",96.1,128.7,47.2,65.4,75.85,52.85,71.9,69.95,78.95,118.25,107.75,82.5,104.9,104.15,82.95,111.6,69.25,54.3,88.4,70.9,101.6,111.05,42.85,105.15,77.65,77.9,100.9,78.1,99.7,86.45,47.8,27.2,18.9,35.9,17.7,37.5,28.7,35.5,18.3,24.1,13.7,23.1,25.3,56.8,45.5,47.3,24.4,18.2,26.5,16.7,16.8
8632,"hs|17q25.3","DNAH17",11.75,10.1,27.75,7.15,10,13.4,6.55,6.75,32.2,5.85,11.5,13.75,6.7,10.25,2.05,6.45,11.5,6.25,8.5,13,4.85,13.3,14.65,16.5,11.3,22.75,9.05,9,4.55,8.45,19.3,9.3,11.5,31.6,48.8,33.4,21.6,21.1,26.3,3.3,21.2,32.8,16.7,13.2,15.8,16.9,28.2,22.3,20.6,20.1,17.5
9021,"hs|17q25.3","SOCS3",414.55,3248.05,190.3,374.95,23.375,130.75,57.625,25.95,322.875,107.475,34.9,60.325,32.275,19.775,117.3,194.225,76.25,72.55,54.25,30.475,18.175,502.525,41.075,65.35,19.725,1760.05,194.975,968.325,65.2,79.075,21.5333333333333,13.0333333333333,8.76666666666667,18.1666666666667,16.9666666666667,35.6,30.2666666666667,61.8333333333333,16.1,11.0333333333333,27.0333333333333,176.966666666667,112.3,205.933333333333,33.8333333333333,48.3333333333333,37.8333333333333,53.1666666666667,25.8333333333333,27.6666666666667,20.4333333333333
9144,"hs|17q25.3","SYNGR2",10613.35,9922.85,10685.2,138.5,112.4,102.1,250.7,218.85,156.7,163.55,210.95,93.15,186.9,159.3,146.7,155.75,158.9,125.7,138.95,164.85,140.1,82.6,91,85.45,74.7,128.65,127.65,125.05,183.2,193.85,143.7,44.3,148.5,153.3,108.5,272.7,206.2,141.3,179.5,171.2,122.6,188.6,115.8,174.5,253.4,159.5,91.7,173,82.6,258.8,200.1
9146,"hs|17q25.3","HGS",5566.45,3982.575,4445.55,127.8,118.2,107.35,178.65,185.7,110.15,188.45,246.65,101.9,197.2,219.7,171.1,197,120.3,140.85,126.5,205.75,184.3,97.95,81.9,98.65,108.65,147.5,109.9,146.95,170.7,149.7,275.5,123.8,182.4,243.1,161,249.8,336.5,228.1,223.2,131.3,137.6,293.5,314.9,302,247.8,242.7,245,284,316,368.9,274.6
9267,"hs|17q25.3","CYTH1",2733.2,3159.5,2500.8,67.3,51.75,53.75,57.35,62.65,79.35,46.55,66.65,49.25,42.05,45.15,57.05,57.2,66.7,70.15,70,61.4,45.25,52.7,37.55,58.95,50.45,79.45,45.8,58.2,50.2,56.65,37.35,31.5,40.8,25.4,34.05,35.4,35.6,47.9,40.35,29.35,30.9,69.8,78.45,72.85,40.05,57.95,63.45,53.2,31,44.9,35.5
9489,"hs|17q25.3","PGS1",60.1,85.0666666666667,39.6,87,100.4,75.4,115.8,126.1,108.3,130.6,88.75,83.75,102.1,154,93.9,119.65,102.65,92.75,88.7,120,104.25,88.45,71.15,51.85,86.05,157.7,89.7,138.45,111,86.85,104,86,80.8,87.6,203.1,114.1,73.5,97.1,83.4,51.7,58.5,73.2,107.9,88.1,65.5,64.7,50.4,68.8,69.1,75.8,68.1
9625,"hs|17q25.3","AATK",79.8333333333333,103.433333333333,64.7,49.6,61.9,58.7,40.2,62.3,129.1,83.4,58.8,36.5,50.7,37.7,53.3,52.7,49.3,47.6,49.5,51,54.3,50.1,54.3,61.3,44.1,21.2,58.5,83.8,77.4,35.3,65.9,33.4,60.9,75.7,71.8,61.8,59.1,73.7,41.4,17.1,25.5,74.1,102.1,80.3,91.7,55.9,66.9,46.4,52.3,43.9,38.4
9775,"hs|17q25.3","EIF4A3",2048.7,5.7,969.8,757.2,676.9,676.7,637,683.6,512.7,673.7,630.2,665,604,739.9,693.1,589.2,690.7,614.6,811.5,606.4,646.1,763.9,669.2,765.7,484.7,636.4,632,620.3,701.8,940.1,331.1,391.8,369.8,333,276.4,317.7,325.1,303.2,322.6,316.8,379.7,426.7,560.7,424.4,362.9,383.8,169.5,275,367.9,327.9,450.7
10458,"hs|17q25.3","BAIAP2",336.2,252.9,227.733333333333,33.925,27.8,39,33.875,59.9,33.6,49.425,47.775,24.05,45.55,43.85,30.65,36.95,32.475,37,23.65,66.475,33.25,26.3,28.525,19.55,30.45,46.525,39.425,37.2,31.8,28.425,42.25,20.825,29.05,35.65,32.05,41.575,38.125,28.625,32.775,18.65,34.825,42.7,32.925,45.15,32.1,33.775,60.95,36.7,43.175,39.975,36.8
10801,"hs|17q25.3","SEPT9",57404.75,29074.85,27851.85,848.55,796.575,611.625,786.075,862.225,1189.05,791.375,1223.475,863.825,1218.2,769.4,496.65,727.825,706.225,819.575,480.8,940.525,1041.45,716.075,801.175,802.225,728.075,934.35,982.025,921.8,901.35,632,634.566666666667,488.033333333333,511.5,256.9,760.4,472.233333333333,565.933333333333,378.533333333333,647.966666666667,319.633333333333,379.266666666667,460.866666666667,612,816.166666666667,544.133333333333,713.5,479.1,493.333333333333,602.9,482.7,445.866666666667
10966,"hs|17q25.3","RAB40B",508.3,1123.4,877.3,83.0666666666667,99.7666666666667,72.6666666666667,100.5,96.1333333333333,79.3333333333333,109.9,109.533333333333,122.366666666667,98.6666666666667,93.8333333333333,79.8,83.3333333333333,85.1666666666667,72.7,89.9666666666667,121.866666666667,89.0666666666667,55.8,40.6,65.5,69.6,90.8666666666667,122.333333333333,90.2,120.9,115.2,29.3,70.75,48.55,53.8,32.65,42.1,35.05,40.3,34.35,41.6,24.5,40.45,38.75,40.05,32,45.4,106.65,74.05,72.55,67.3,66.95
11322,"hs|17q25.3","TMC6",79.15,174.45,88.3,40,50.3,41.25,45.9,64.25,43.75,52.8,58.8,28.95,39,50.5,46.8,46.3,47.4,55.8,36.45,40.05,56.9,25.95,37.45,67.9,40.7,49.6,42.8,55.95,40.15,37.45,23,23,15.15,28.25,13.9,36.35,37.2,32.8,21.95,32.15,34.6,75.7,49.95,71.4,71.2,62.05,75.85,41.85,39.55,39.3,30.1
22994,"hs|17q25.3","AZI1",1587,1040.6,1079.65,24.5,29.6,17.5,34.3,41.8,89.1,44.8,37.8,29.3,36.9,55.8,44.7,61,17.3,19.8,45.6,50.4,43.6,14,23.2,4.9,17.5,19.8,45.5,54.7,70.3,31.3,25.2,8,25.5,25.3,26.7,29.4,19.7,9.9,13.4,19.7,22.9,30.5,27,31.2,28.4,28.5,58.1,34.6,34.4,33.2,33
25794,"hs|17q25.3","FSCN2",23.4,34.2,19,5.4,4.8,1.7,3.2,9.9,2.5,18.9,16.7,1.3,2.7,8.9,6.4,7.9,2.1,7,2.3,3.9,15.6,4,1.5,1.9,5.4,3.5,13.1,3,6.1,1.7,1.6,7.5,1.2,0.4,13.5,2.6,11,1.1,9.8,0.7,6.1,1.7,1.9,2.3,1,0.5,17.7,16.1,15.5,14.7,15.3
26502,"hs|17q25.3","NARF",1477.1,658,588.8,127.85,115.15,109.75,139.4,175.4,154.35,226.95,117.85,102.35,121.1,156.25,140.35,146.4,130.95,129.55,157,133.2,119.5,67.35,75.35,78.3,78.85,150.8,138.9,148.15,172,147.45,111.2,94.8,82.3,88.1,129.6,77.8,91.8,55.9,71.4,70.7,63.9,91.7,143.1,94.3,91.2,93,94.1,116.7,107.1,143.9,126.7
51181,"hs|17q25.3","DCXR",844.9,13.4,2409.8,407,126.6,149.5,171.8,205.8,211,177,197.1,119.1,215.2,235.7,176.4,265.3,194.4,271.2,196.5,205.7,458.1,73,46.1,89.1,45.2,231.8,228.4,226.4,261.3,181.8,83.2,81.7,26,48.4,98.5,86.8,166.1,141.1,142.8,90,115.7,40.3,220.1,112.5,115.3,152.8,69.9,99.9,110.9,207.1,190.5
51547,"hs|17q25.3","SIRT7",572.2,328.1,248.4,89.3,87.7,68.7,124.3,121.1,95.1,135.8,130.6,69.9,94,123.4,124.2,114.2,109.8,102,139.9,128.7,144.5,64.2,70.8,98.7,65.8,83.4,95.8,99.4,144.4,167.3,59.2,51.5,63.7,49.6,105.3,82.5,62.6,54.9,49.4,68.8,61,89,106.7,74.7,106.9,97.1,61.6,45.2,49.3,57.5,46.2
55036,"hs|17q25.3","CCDC40",23.4,8.55,17.2,15.84,21.36,18.18,17.7,24.7,26.84,17.78,17.56,19.56,16.76,21.4,20.04,21.34,26.94,23.98,22.84,27.72,22.98,27.14,33.28,28.62,25.3,30.32,29.86,31.6,19.42,19.32,25.1,11.65,21.85,16.1,32.25,22.1,7.45,20.15,18.95,17.5,12.85,37.75,20.4,40.6,44.65,18.85,59.1,35.25,22.8,24.65,23.3
55666,"hs|17q25.3","NPLOC4",726.9,920.2,669.1,212,162.4,134.8,200.7,218.8,246.3,198,279.8,135.3,279.1,249.5,170.5,205.6,243,236.6,195.4,220.8,217.9,151.1,131.3,170.7,160.3,245.1,234.6,245.9,278.1,236.1,181.1,131.5,137.6,171.3,161.4,128.3,172.4,131.1,133.3,70.4,119.9,178.3,252.5,233.8,217.5,172.5,145,163.2,250.5,195,168.1
56270,"hs|17q25.3","WDR45L",9248,14217,13356.1,696.7,659.5,773.4,490.3,616.5,661,794.7,788.9,879.7,852.4,736.5,600,467.1,602.6,781.9,653.4,590.6,700.3,751.7,600.5,758.7,612.2,699.7,658.8,680,557.3,634.5,399.3,369.8,342.4,410.1,497.3,355.4,337.4,346.9,470.9,316.4,416.9,339.8,453.3,362.4,396.5,407.9,92,282.6,318.1,277.3,351.5
57332,"hs|17q25.3","CBX8",45.1,5.7,16,7.1,15.4,5.1,9.1,2.6,14.6,2.2,12.9,13.8,12.9,21,10.9,14.3,7.6,3.3,2.3,3.5,8.5,5.5,4.1,6.6,32.6,3.1,6.2,3.3,2.5,20,34.9,11.7,15.7,7,7.4,36.3,18,7,20.1,6.4,23,7.2,8,16.7,11.7,5.5,58.1,50.1,51.6,31.7,37.1
57597,"hs|17q25.3","BAHCC1",187.3,470.3,426.3,26.9666666666667,14.2,7.46666666666667,32.0666666666667,33.0666666666667,35.6,23.9666666666667,15.3666666666667,22.6,18.7666666666667,20,26.9,25.4666666666667,15.6,12.3,24.1666666666667,32,27.4333333333333,15.3333333333333,19.2,10.6333333333333,18.1666666666667,16.7333333333333,12.4333333333333,36.2,28.4,27.1666666666667,94.5,54.9,57.5,71.8,15.3,66.9,49.7,59.5,45,35.8,34.3,46.6,36.2,46.8,66.2,50.6,97.5,66.7,55.6,51.9,59.6
57602,"hs|17q25.3","USP36",221.1,937.65,88.15,56.2,56.54,52.34,63.02,63.62,54.42,61.98,59.04,48.96,58.06,71.4,86.6,73.5,68.14,68.54,86,87.06,57.06,61.2,71.3,68.22,60.58,69.14,51.58,81.38,73.24,58.62,11.4,20.5,0.7,7.3,10.2,19.7,12.2,21.2,15.6,10,20.7,42,52.3,22.1,42,19.9,18.7,20.1,20.3,19.2,16.3
64118,"hs|17q25.3","DUS1L",703.3,621.8,555.6,191,203.3,127.6,245.8,269.1,229.2,227.4,275.5,153.2,238.9,279.7,213.2,231.8,237.4,207.9,158,205.6,242.9,145.7,113.2,127.2,156,239.1,252.3,274,246.4,193.5,134.5,99.3,105.5,84.9,198.1,126.2,101.9,71,96.5,95.4,74.8,82.8,158.1,127.8,109.8,99.8,114.7,189.6,249.1,188.3,257.3
64122,"hs|17q25.3","FN3K",20.7,40.2,92.2,1.4,6.6,1.9,5.4,0.8,20.7,1.7,1.6,4,2.1,4.3,1,5.1,6.6,4.6,1.4,2.9,2.5,1.8,1.2,2.4,3.5,6,6.6,10.5,2.2,2.8,16.7,13.7,12.1,11.4,27.6,6.4,25.8,10.9,14.6,9.1,4.1,2.9,4.2,14.1,7.1,10.4,26.2,15.7,17.6,15,16.6
64772,"hs|17q25.3","ENGASE",172.1,273.7,374,128.25,165.55,117.45,214.5,171.35,209.65,234.7,178.85,127.75,167.75,288.3,228.1,236.2,195.7,149.55,157.45,169.45,186.65,159.35,157.55,136.25,173.2,157.15,141.05,162.55,225.35,150.75,188.15,105.15,120.65,142.2,177.2,148.75,95,111.6,134.25,113.6,107.75,187.85,150.25,128.4,151.15,127.45,285.15,160.6,181.65,136.75,126.4
79058,"hs|17q25.3","ASPSCR1",194.5,144.7,105.4,71.8,52.3,50,58.2,85.8,39.5,106.9,102.3,42.8,79.9,91.7,60.6,94.4,63.9,59,43.1,78.2,59.4,32.8,28,35.7,15.7,54,82,80.2,100.4,82.6,26.9,13,28.8,32.2,32,28,62.8,17.5,27.4,26,18.1,45.6,47.1,45.7,35.8,30.5,26.6,23.9,24.1,27.8,29.5
79092,"hs|17q25.3","CARD14",17.85,43.3,35.3,5.98333333333333,4.4,5.55,6.65,4.65,13.0666666666667,7.13333333333333,5.11666666666667,6.73333333333333,5.28333333333333,5.55,5.83333333333333,6.63333333333333,5.81666666666667,9.78333333333333,5.03333333333333,9.96666666666667,4.71666666666667,13.6833333333333,10.9833333333333,10.75,8.78333333333333,5.11666666666667,10.4166666666667,15.65,2.5,7.98333333333333,8,3.75,12.6,5.8,8.05,6.45,3.6,4.35,2.9,11.8,9.3,27.55,14.35,13,38,11.85,54.45,29.2,34.95,30.4,26.85
79415,"hs|17q25.3","C17orf62",607.4,31,436.2,194,163,96.6,169.6,147.2,121.8,258.4,159.5,116.5,184.7,215.1,151.7,202.6,189.9,110.9,180.9,204.3,174.5,102.9,104.9,124,106.9,104.7,153.1,181,159.8,139,94.2,45.7,57.5,48.3,87.9,95.6,84.8,56.6,83.7,53.7,52.2,100.3,53.5,39.5,86.6,115,22.4,28.1,30.5,34.5,39.1
79643,"hs|17q25.3","CHMP6",838.2,604.2,530.2,99.3,67.2,65.5,62.8,74.8,123.6,95.6,125.5,53.7,120.8,118.5,96.6,65.2,96.7,86.1,71.9,104.4,109,63.4,38.5,76.2,43.6,80.3,99.3,60.2,108.1,71.8,56.8,19.1,56,43,62.9,72.5,74.5,41.9,54.5,47.1,37.4,43.6,59.2,78.2,71.5,82.5,110.9,55.6,56.4,56.4,64.7
79672,"hs|17q25.3","FN3KRP",2952.8,3461.7,3250.4,316.5,294.5,239.2,245.1,315.8,238.9,287.5,390.3,280.6,347.3,294.1,297.4,306.2,346.7,390.8,501,507,318.2,330.6,354.1,238.5,292.2,259.5,342.8,327.6,369,442.7,143.8,181.7,148.4,199.1,155,170.9,145,145.5,157.1,184.3,162.3,180,177.6,197.5,241,199.9,71,121.7,313.1,206.9,196.2
